"D" "I" "G"
"8266" "d0" "i1" "g1"
"8267" "d0" "i0" "g1"
"8268" "d1" "i0" "g3"
"8269" "d1" "i0" "g2"
"8270" "d1" "i0" "g2"
"8271" "d0" "i0" "g2"
"8272" "d0" "i0" "g2"
"8273" "d0" "i0" "g3"
"8274" "d0" "i1" "g1"
"8275" "d0" "i0" "g2"
"8276" "d0" "i0" "g1"
"8277" "d0" "i0" "g1"
"8278" "d0" "i0" "g2"
"8279" "d1" "i0" "g3"
"8280" "d0" "i0" "g2"
"8281" "d0" "i0" "g2"
"8282" "d0" "i0" "g3"
"8283" "d1" "i0" "g3"
"8284" "d0" "i0" "g3"
"8285" "d1" "i0" "g3"
"8286" "d1" "i0" "g3"
"8287" "d0" "i1" "g1"
"8288" "d0" "i1" "g1"
"8289" "d1" "i0" "g3"
"8290" "d0" "i0" "g2"
"8291" "d0" "i1" "g1"
"8292" "d0" "i0" "g1"
"8293" "d1" "i0" "g2"
"8294" "d1" "i0" "g2"
"8295" "d1" "i0" "g2"
"8296" "d1" "i0" "g3"
"8297" "d1" "i0" "g2"
"8298" "d1" "i0" "g3"
"8299" "d0" "i0" "g3"
"8300" "d0" "i0" "g1"
"8301" "d0" "i0" "g2"
"8302" "d0" "i1" "g1"
"8303" "d1" "i0" "g3"
"8304" "d1" "i1" "g1"
"8305" "d1" "i1" "g1"
"8306" "d0" "i0" "g1"
"8307" "d0" "i0" "g1"
"8308" "d1" "i1" "g2"
"8309" "d0" "i0" "g2"
"8310" "d1" "i1" "g2"
"8311" "d0" "i0" "g3"
"8312" "d0" "i0" "g2"
"8313" "d0" "i0" "g2"
"8314" "d0" "i1" "g1"
"8315" "d0" "i0" "g3"
"8316" "d0" "i0" "g2"
"8317" "d1" "i0" "g3"
"8318" "d0" "i0" "g1"
"8319" "d0" "i0" "g3"
"8320" "d1" "i0" "g2"
"8321" "d0" "i0" "g3"
"8322" "d0" "i0" "g3"
"8323" "d1" "i0" "g3"
"8324" "d0" "i1" "g1"
"8325" "d1" "i0" "g3"
"8326" "d0" "i0" "g1"
"8327" "d1" "i0" "g3"
"8328" "d0" "i0" "g2"
"8329" "d1" "i0" "g1"
"8330" "d0" "i0" "g1"
"8331" "d0" "i0" "g3"
"8332" "d0" "i1" "g1"
"8333" "d0" "i0" "g1"
"8334" "d0" "i1" "g1"
"8335" "d0" "i0" "g2"
"8336" "d1" "i1" "g1"
"8337" "d1" "i0" "g3"
"8338" "d1" "i0" "g2"
"8339" "d1" "i1" "g1"
"8340" "d1" "i0" "g2"
"8341" "d1" "i1" "g1"
"8342" "d0" "i0" "g3"
"8343" "d0" "i0" "g3"
"8344" "d1" "i0" "g2"
"8345" "d0" "i1" "g1"
"8346" "d0" "i0" "g2"
"8347" "d0" "i0" "g2"
"8348" "d0" "i0" "g2"
"8349" "d1" "i1" "g2"
"8350" "d0" "i0" "g2"
"8351" "d0" "i0" "g3"
"8352" "d1" "i0" "g3"
"8353" "d0" "i0" "g2"
"8354" "d0" "i0" "g2"
"8355" "d0" "i0" "g1"
"8356" "d1" "i0" "g3"
"8357" "d1" "i0" "g2"
"8358" "d0" "i1" "g1"
"8359" "d1" "i1" "g3"
"8360" "d1" "i1" "g2"
"8361" "d0" "i0" "g2"
"8362" "d1" "i0" "g3"
"8363" "d0" "i0" "g2"
"8364" "d1" "i0" "g2"
"8365" "d0" "i1" "g1"
"8366" "d0" "i0" "g2"
"8367" "d1" "i0" "g3"
"8368" "d0" "i1" "g1"
"8369" "d0" "i0" "g3"
"8370" "d1" "i1" "g1"
"8371" "d1" "i0" "g3"
"8372" "d0" "i0" "g2"
"8373" "d0" "i0" "g2"
"8374" "d1" "i1" "g2"
"8375" "d0" "i0" "g2"
"8376" "d1" "i0" "g3"
"8377" "d1" "i1" "g1"
"8378" "d1" "i1" "g3"
"8379" "d0" "i1" "g1"
"8380" "d0" "i0" "g2"
"8381" "d0" "i0" "g1"
"8382" "d1" "i0" "g3"
"8383" "d0" "i0" "g2"
"8384" "d0" "i0" "g2"
"8385" "d0" "i0" "g1"
"8386" "d1" "i1" "g2"
"8387" "d0" "i1" "g1"
"8388" "d0" "i0" "g2"
"8389" "d0" "i0" "g2"
"8390" "d1" "i1" "g1"
"8391" "d0" "i0" "g3"
"8392" "d0" "i0" "g3"
"8393" "d1" "i0" "g3"
"8394" "d0" "i0" "g2"
"8395" "d0" "i0" "g2"
"8396" "d0" "i0" "g3"
"8397" "d1" "i0" "g3"
"8398" "d0" "i0" "g2"
"8399" "d1" "i0" "g2"
"8400" "d1" "i1" "g2"
"8401" "d0" "i0" "g2"
"8402" "d0" "i0" "g2"
"8403" "d0" "i0" "g1"
"8404" "d1" "i0" "g3"
"8405" "d0" "i0" "g2"
"8406" "d0" "i0" "g2"
"8407" "d1" "i0" "g2"
"8408" "d0" "i1" "g1"
"8409" "d1" "i0" "g3"
"8410" "d0" "i0" "g3"
"8411" "d1" "i0" "g2"
"8412" "d1" "i0" "g3"
"8413" "d0" "i0" "g3"
"8414" "d0" "i0" "g2"
"8415" "d1" "i0" "g3"
"8416" "d0" "i0" "g1"
"8417" "d0" "i0" "g2"
"8418" "d1" "i1" "g2"
"8419" "d1" "i0" "g3"
"8420" "d0" "i0" "g1"
"8421" "d1" "i0" "g3"
"8422" "d1" "i0" "g3"
"8423" "d1" "i0" "g2"
"8424" "d1" "i0" "g1"
"8425" "d0" "i1" "g1"
"8426" "d0" "i1" "g1"
"8427" "d0" "i1" "g1"
"8428" "d0" "i0" "g3"
"8429" "d1" "i1" "g1"
"8430" "d0" "i0" "g3"
"8431" "d0" "i1" "g1"
"8432" "d0" "i0" "g1"
"8433" "d1" "i0" "g3"
"8434" "d0" "i0" "g3"
"8435" "d0" "i0" "g3"
"8436" "d1" "i1" "g2"
"8437" "d1" "i1" "g2"
"8438" "d1" "i1" "g1"
"8439" "d1" "i0" "g2"
"8440" "d1" "i0" "g3"
"8441" "d0" "i0" "g2"
"8442" "d0" "i0" "g2"
"8443" "d0" "i1" "g1"
"8444" "d1" "i1" "g3"
"8445" "d0" "i0" "g2"
"8446" "d1" "i0" "g2"
"8447" "d1" "i0" "g3"
"8448" "d1" "i1" "g1"
"8449" "d1" "i0" "g3"
"8450" "d0" "i0" "g1"
"8451" "d0" "i0" "g2"
"8452" "d0" "i0" "g2"
"8453" "d0" "i1" "g1"
"8454" "d0" "i0" "g1"
"8455" "d0" "i0" "g2"
"8456" "d1" "i1" "g1"
"8457" "d0" "i0" "g3"
"8458" "d0" "i1" "g1"
"8459" "d1" "i0" "g3"
"8460" "d1" "i1" "g2"
"8461" "d0" "i0" "g2"
"8462" "d0" "i0" "g2"
"8463" "d1" "i0" "g3"
"8464" "d0" "i0" "g1"
"8465" "d0" "i0" "g2"
"8466" "d0" "i1" "g1"
"8467" "d1" "i1" "g1"
"8468" "d1" "i0" "g2"
"8469" "d0" "i0" "g2"
"8470" "d0" "i0" "g2"
"8471" "d0" "i0" "g2"
"8472" "d0" "i1" "g1"
"8473" "d1" "i0" "g3"
"8474" "d1" "i1" "g1"
"8475" "d1" "i0" "g3"
"8476" "d1" "i0" "g3"
"8477" "d0" "i1" "g1"
"8478" "d0" "i1" "g2"
"8479" "d0" "i0" "g2"
"8480" "d0" "i0" "g3"
"8481" "d0" "i0" "g2"
"8482" "d0" "i0" "g2"
"8483" "d1" "i0" "g3"
"8484" "d0" "i0" "g2"
"8485" "d1" "i0" "g2"
"8486" "d0" "i0" "g2"
"8487" "d0" "i1" "g3"
"8488" "d1" "i1" "g1"
"8489" "d0" "i0" "g1"
"8490" "d0" "i0" "g3"
"8491" "d1" "i0" "g3"
"8492" "d1" "i0" "g3"
"8493" "d1" "i0" "g3"
"8494" "d1" "i0" "g3"
"8495" "d0" "i0" "g2"
"8496" "d0" "i1" "g1"
"8497" "d0" "i1" "g1"
"8498" "d0" "i0" "g3"
"8499" "d1" "i0" "g2"
"8500" "d0" "i1" "g2"
"8501" "d0" "i1" "g1"
"8502" "d1" "i0" "g3"
"8503" "d0" "i0" "g1"
"8504" "d0" "i1" "g1"
"8505" "d0" "i1" "g1"
"8506" "d1" "i1" "g1"
"8507" "d1" "i0" "g3"
"8508" "d1" "i0" "g3"
"8509" "d1" "i0" "g2"
"8510" "d1" "i0" "g3"
"8511" "d0" "i1" "g1"
"8512" "d0" "i0" "g2"
"8513" "d0" "i0" "g3"
"8514" "d0" "i0" "g1"
"8515" "d1" "i1" "g1"
"8516" "d0" "i0" "g2"
"8517" "d0" "i1" "g2"
"8518" "d1" "i0" "g2"
"8519" "d0" "i1" "g1"
"8520" "d1" "i0" "g3"
"8521" "d0" "i1" "g1"
"8522" "d1" "i0" "g3"
"8523" "d0" "i1" "g1"
"8524" "d1" "i0" "g3"
"8525" "d0" "i1" "g1"
"8526" "d0" "i1" "g1"
"8527" "d1" "i1" "g1"
"8528" "d1" "i0" "g1"
"8529" "d1" "i0" "g3"
"8530" "d1" "i0" "g3"
"8531" "d0" "i0" "g1"
"8532" "d1" "i1" "g1"
"8533" "d1" "i0" "g3"
"8534" "d0" "i0" "g1"
"8535" "d0" "i0" "g2"
"8536" "d0" "i1" "g1"
"8537" "d0" "i1" "g1"
"8538" "d1" "i0" "g3"
"8539" "d0" "i0" "g1"
"8540" "d0" "i1" "g1"
"8541" "d1" "i0" "g3"
"8542" "d0" "i1" "g1"
"8543" "d1" "i1" "g2"
"8544" "d0" "i0" "g2"
"8545" "d1" "i1" "g1"
"8546" "d1" "i0" "g2"
"8547" "d1" "i0" "g3"
"8548" "d1" "i0" "g3"
"8549" "d0" "i0" "g1"
"8550" "d1" "i0" "g3"
"8551" "d1" "i0" "g3"
"8552" "d1" "i0" "g3"
"8553" "d0" "i0" "g3"
"8554" "d0" "i1" "g2"
"8555" "d0" "i0" "g1"
"8556" "d1" "i1" "g3"
"8557" "d1" "i0" "g3"
"8558" "d1" "i1" "g1"
"8559" "d1" "i0" "g3"
"8560" "d1" "i0" "g2"
"8561" "d1" "i0" "g3"
"8562" "d1" "i1" "g2"
"8563" "d1" "i0" "g3"
"8564" "d0" "i0" "g3"
"8565" "d1" "i0" "g3"
"8566" "d1" "i1" "g3"
"8567" "d0" "i1" "g1"
"8568" "d0" "i1" "g1"
"8569" "d0" "i0" "g3"
"8570" "d0" "i0" "g2"
"8571" "d1" "i0" "g2"
"8572" "d0" "i0" "g2"
"8573" "d1" "i1" "g1"
"8574" "d1" "i0" "g3"
"8575" "d0" "i0" "g2"
"8576" "d0" "i0" "g2"
"8577" "d1" "i0" "g2"
"8578" "d0" "i0" "g1"
"8579" "d0" "i0" "g2"
"8580" "d0" "i1" "g1"
"8581" "d0" "i0" "g3"
"8582" "d1" "i0" "g2"
"8583" "d1" "i1" "g1"
"8584" "d0" "i0" "g2"
"8585" "d1" "i0" "g2"
"8586" "d1" "i1" "g2"
"8587" "d1" "i0" "g3"
"8588" "d0" "i0" "g2"
"8589" "d0" "i1" "g3"
"8590" "d0" "i1" "g1"
"8591" "d0" "i1" "g1"
"8592" "d0" "i0" "g2"
"8593" "d0" "i0" "g2"
"8594" "d0" "i0" "g2"
"8595" "d1" "i0" "g3"
"8596" "d0" "i0" "g2"
"8597" "d1" "i1" "g1"
"8598" "d0" "i1" "g1"
"8599" "d0" "i1" "g1"
"8600" "d0" "i1" "g1"
"8601" "d0" "i0" "g3"
"8602" "d0" "i0" "g1"
"8603" "d0" "i0" "g3"
"8604" "d0" "i1" "g1"
"8605" "d0" "i1" "g1"
"8606" "d1" "i0" "g2"
"8607" "d1" "i1" "g2"
"8608" "d0" "i0" "g2"
"8609" "d0" "i0" "g2"
"8610" "d0" "i0" "g3"
"8611" "d1" "i0" "g2"
"8612" "d1" "i0" "g3"
"8613" "d0" "i0" "g3"
"8614" "d0" "i0" "g3"
"8615" "d0" "i0" "g3"
"8616" "d0" "i1" "g1"
"8617" "d1" "i0" "g3"
"8618" "d0" "i0" "g3"
"8619" "d1" "i0" "g3"
"8620" "d1" "i0" "g3"
"8621" "d1" "i1" "g3"
"8622" "d1" "i1" "g1"
"8623" "d1" "i1" "g1"
"8624" "d0" "i1" "g1"
"8625" "d1" "i0" "g2"
"8626" "d0" "i1" "g1"
"8627" "d0" "i0" "g1"
"8628" "d0" "i0" "g3"
"8629" "d0" "i0" "g2"
"8630" "d0" "i0" "g1"
"8631" "d0" "i1" "g1"
"8632" "d0" "i1" "g1"
"8633" "d0" "i0" "g3"
"8634" "d1" "i1" "g1"
"8635" "d0" "i1" "g1"
"8636" "d0" "i0" "g2"
"8637" "d1" "i0" "g2"
"8638" "d0" "i1" "g1"
"8639" "d1" "i0" "g3"
"8640" "d1" "i0" "g3"
"8641" "d1" "i0" "g3"
"8642" "d0" "i0" "g3"
"8643" "d0" "i0" "g3"
"8644" "d1" "i0" "g3"
"8645" "d1" "i0" "g3"
"8646" "d0" "i0" "g3"
"8647" "d0" "i0" "g3"
"8648" "d0" "i0" "g2"
"8649" "d0" "i1" "g1"
"8650" "d0" "i0" "g2"
"8651" "d0" "i0" "g2"
"8652" "d0" "i0" "g2"
"8653" "d0" "i0" "g3"
"8654" "d1" "i0" "g3"
"8655" "d0" "i0" "g2"
"8656" "d0" "i0" "g2"
"8657" "d1" "i0" "g2"
"8658" "d1" "i1" "g2"
"8659" "d1" "i1" "g1"
"8660" "d0" "i1" "g2"
"8661" "d0" "i0" "g1"
"8662" "d1" "i0" "g3"
"8663" "d1" "i0" "g3"
"8664" "d1" "i1" "g2"
"8665" "d1" "i0" "g3"
"8666" "d0" "i0" "g3"
"8667" "d0" "i1" "g1"
"8668" "d0" "i1" "g1"
"8669" "d0" "i0" "g2"
"8670" "d0" "i0" "g1"
"8671" "d0" "i0" "g2"
"8672" "d1" "i0" "g1"
"8673" "d0" "i0" "g2"
"8674" "d0" "i0" "g2"
"8675" "d1" "i1" "g1"
"8676" "d1" "i0" "g3"
"8677" "d0" "i1" "g1"
"8678" "d0" "i0" "g3"
"8679" "d1" "i0" "g3"
"8680" "d0" "i0" "g3"
"8681" "d1" "i0" "g3"
"8682" "d0" "i1" "g1"
"8683" "d0" "i0" "g2"
"8684" "d1" "i0" "g3"
"8685" "d1" "i1" "g2"
"8686" "d1" "i0" "g3"
"8687" "d0" "i0" "g2"
"8688" "d0" "i1" "g1"
"8689" "d0" "i0" "g3"
"8690" "d1" "i0" "g3"
"8691" "d1" "i1" "g1"
"8692" "d0" "i0" "g2"
"8693" "d0" "i0" "g1"
"8694" "d0" "i1" "g1"
"8695" "d1" "i1" "g3"
"8696" "d1" "i1" "g1"
"8697" "d0" "i0" "g2"
"8698" "d0" "i1" "g1"
"8699" "d0" "i0" "g2"
"8700" "d1" "i0" "g3"
"8701" "d0" "i0" "g3"
"8702" "d0" "i0" "g3"
"8703" "d0" "i0" "g1"
"8704" "d1" "i0" "g3"
"8705" "d1" "i0" "g3"
"8706" "d1" "i0" "g3"
"8707" "d0" "i0" "g3"
"8708" "d0" "i0" "g2"
"8709" "d1" "i0" "g2"
"8710" "d1" "i1" "g2"
"8711" "d0" "i0" "g1"
"8712" "d1" "i1" "g1"
"8713" "d0" "i0" "g3"
"8714" "d0" "i0" "g2"
"8715" "d0" "i0" "g2"
"8716" "d1" "i1" "g2"
"8717" "d0" "i0" "g3"
"8718" "d1" "i0" "g2"
"8719" "d0" "i1" "g1"
"8720" "d0" "i1" "g1"
"8721" "d0" "i0" "g1"
"8722" "d0" "i0" "g2"
"8723" "d1" "i0" "g2"
"8724" "d1" "i1" "g1"
"8725" "d0" "i0" "g1"
"8726" "d0" "i0" "g2"
"8727" "d0" "i1" "g1"
"8728" "d0" "i0" "g2"
"8729" "d0" "i0" "g3"
"8730" "d0" "i0" "g1"
"8731" "d0" "i1" "g1"
"8732" "d0" "i0" "g2"
"8733" "d1" "i0" "g3"
"8734" "d0" "i1" "g1"
"8735" "d0" "i0" "g2"
"8736" "d0" "i0" "g2"
"8737" "d1" "i0" "g3"
"8738" "d0" "i0" "g2"
"8739" "d0" "i1" "g1"
"8740" "d1" "i1" "g1"
"8741" "d0" "i0" "g1"
"8742" "d0" "i1" "g1"
"8743" "d0" "i1" "g1"
"8744" "d0" "i0" "g3"
"8745" "d0" "i0" "g2"
"8746" "d0" "i0" "g2"
"8747" "d1" "i0" "g3"
"8748" "d0" "i1" "g1"
"8749" "d0" "i0" "g1"
"8750" "d1" "i0" "g1"
"8751" "d1" "i0" "g3"
"8752" "d0" "i1" "g1"
"8753" "d1" "i0" "g3"
"8754" "d1" "i1" "g1"
"8755" "d0" "i1" "g1"
"8756" "d1" "i0" "g3"
"8757" "d0" "i0" "g2"
"8758" "d0" "i0" "g3"
"8759" "d0" "i1" "g2"
"8760" "d0" "i0" "g2"
"8761" "d0" "i1" "g1"
"8762" "d0" "i0" "g2"
"8763" "d0" "i1" "g1"
"8764" "d0" "i0" "g3"
"8765" "d0" "i0" "g1"
"8766" "d0" "i1" "g1"
"8767" "d0" "i0" "g1"
"8768" "d1" "i0" "g1"
"8769" "d1" "i1" "g1"
"8770" "d0" "i1" "g1"
"8771" "d0" "i1" "g1"
"8772" "d0" "i1" "g1"
"8773" "d1" "i0" "g3"
"8774" "d1" "i0" "g3"
"8775" "d0" "i0" "g3"
"8776" "d0" "i1" "g1"
"8777" "d0" "i0" "g1"
"8778" "d0" "i0" "g2"
"8779" "d0" "i0" "g2"
"8780" "d0" "i0" "g2"
"8781" "d0" "i0" "g2"
"8782" "d0" "i1" "g1"
"8783" "d0" "i1" "g1"
"8784" "d1" "i0" "g3"
"8785" "d1" "i0" "g2"
"8786" "d0" "i0" "g2"
"8787" "d1" "i0" "g2"
"8788" "d0" "i0" "g1"
"8789" "d0" "i1" "g1"
"8790" "d0" "i0" "g3"
"8791" "d1" "i0" "g2"
"8792" "d1" "i0" "g3"
"8793" "d0" "i0" "g1"
"8794" "d1" "i0" "g3"
"8795" "d0" "i0" "g1"
"8796" "d1" "i0" "g3"
"8797" "d1" "i0" "g2"
"8798" "d1" "i1" "g1"
"8799" "d0" "i0" "g3"
"8800" "d0" "i0" "g2"
"8801" "d0" "i1" "g3"
"8802" "d0" "i0" "g3"
"8803" "d1" "i0" "g3"
"8804" "d0" "i0" "g2"
"8805" "d0" "i1" "g1"
"8806" "d1" "i0" "g2"
"8807" "d0" "i0" "g1"
"8808" "d0" "i0" "g3"
"8809" "d0" "i0" "g2"
"8810" "d1" "i0" "g3"
"8811" "d0" "i1" "g1"
"8812" "d0" "i1" "g1"
"8813" "d0" "i0" "g2"
"8814" "d1" "i0" "g3"
"8815" "d0" "i0" "g1"
"8816" "d1" "i1" "g1"
"8817" "d1" "i0" "g3"
"8818" "d0" "i0" "g2"
"8819" "d1" "i0" "g3"
"8820" "d0" "i0" "g1"
"8821" "d0" "i0" "g3"
"8822" "d0" "i0" "g3"
"8823" "d0" "i0" "g1"
"8824" "d0" "i0" "g1"
"8825" "d0" "i1" "g1"
"8826" "d0" "i1" "g1"
"8827" "d0" "i0" "g1"
"8828" "d1" "i1" "g1"
"8829" "d0" "i0" "g1"
"8830" "d1" "i0" "g3"
"8831" "d0" "i0" "g2"
"8832" "d1" "i0" "g3"
"8833" "d0" "i1" "g1"
"8834" "d0" "i1" "g1"
"8835" "d0" "i0" "g3"
"8836" "d0" "i0" "g3"
"8837" "d1" "i0" "g3"
"8838" "d0" "i1" "g2"
"8839" "d0" "i0" "g1"
"8840" "d0" "i1" "g1"
"8841" "d0" "i0" "g3"
"8842" "d1" "i1" "g2"
"8843" "d1" "i0" "g3"
"8844" "d0" "i0" "g2"
"8845" "d0" "i1" "g1"
"8846" "d0" "i0" "g1"
"8847" "d1" "i1" "g1"
"8848" "d1" "i1" "g2"
"8849" "d1" "i0" "g2"
"8850" "d0" "i0" "g1"
"8851" "d1" "i0" "g3"
"8852" "d1" "i1" "g1"
"8853" "d0" "i0" "g3"
"8854" "d0" "i0" "g3"
"8855" "d0" "i0" "g2"
"8856" "d1" "i0" "g3"
"8857" "d1" "i0" "g3"
"8858" "d0" "i0" "g1"
"8859" "d0" "i0" "g3"
"8860" "d0" "i0" "g2"
"8861" "d0" "i1" "g1"
"8862" "d0" "i0" "g3"
"8863" "d0" "i0" "g3"
"8864" "d1" "i0" "g2"
"8865" "d1" "i1" "g1"
"8866" "d0" "i0" "g2"
"8867" "d0" "i0" "g2"
"8868" "d0" "i1" "g1"
"8869" "d1" "i1" "g3"
"8870" "d1" "i1" "g2"
"8871" "d0" "i0" "g2"
"8872" "d1" "i0" "g2"
"8873" "d0" "i0" "g2"
"8874" "d1" "i0" "g2"
"8875" "d0" "i0" "g2"
"8876" "d1" "i0" "g3"
"8877" "d1" "i0" "g1"
"8878" "d0" "i0" "g3"
"8879" "d0" "i1" "g1"
"8880" "d0" "i0" "g3"
"8881" "d0" "i0" "g3"
"8882" "d1" "i1" "g1"
"8883" "d1" "i1" "g3"
"8884" "d0" "i0" "g3"
"8885" "d0" "i0" "g3"
"8886" "d0" "i0" "g3"
"8887" "d0" "i1" "g1"
"8888" "d1" "i0" "g3"
"8889" "d1" "i1" "g1"
"8890" "d0" "i0" "g2"
"8891" "d0" "i0" "g1"
"8892" "d1" "i0" "g3"
"8893" "d0" "i0" "g2"
"8894" "d0" "i0" "g2"
"8895" "d1" "i0" "g2"
"8896" "d0" "i0" "g3"
"8897" "d1" "i0" "g1"
"8898" "d0" "i0" "g1"
"8899" "d0" "i0" "g3"
"8900" "d0" "i1" "g1"
"8901" "d0" "i0" "g3"
"8902" "d0" "i1" "g1"
"8903" "d0" "i0" "g2"
"8904" "d0" "i0" "g1"
"8905" "d0" "i1" "g1"
"8906" "d0" "i1" "g1"
"8907" "d0" "i0" "g3"
"8908" "d0" "i0" "g3"
"8909" "d1" "i0" "g3"
"8910" "d1" "i0" "g3"
"8911" "d0" "i0" "g1"
"8912" "d0" "i0" "g3"
"8913" "d1" "i0" "g3"
"8914" "d0" "i1" "g1"
"8915" "d1" "i0" "g3"
"8916" "d1" "i0" "g3"
"8917" "d1" "i1" "g3"
"8918" "d0" "i1" "g1"
"8919" "d0" "i0" "g2"
"8920" "d0" "i0" "g1"
"8921" "d0" "i0" "g1"
"8922" "d0" "i1" "g1"
"8923" "d0" "i1" "g1"
"8924" "d1" "i0" "g2"
"8925" "d0" "i0" "g2"
"8926" "d1" "i0" "g3"
"8927" "d1" "i0" "g3"
"8928" "d1" "i1" "g1"
"8929" "d0" "i1" "g1"
"8930" "d1" "i0" "g3"
"8931" "d0" "i0" "g2"
"8932" "d1" "i0" "g3"
"8933" "d1" "i0" "g2"
"8934" "d1" "i1" "g2"
"8935" "d1" "i0" "g2"
"8936" "d0" "i1" "g1"
"8937" "d1" "i0" "g3"
"8938" "d0" "i0" "g2"
"8939" "d1" "i0" "g3"
"8940" "d0" "i0" "g1"
"8941" "d0" "i0" "g1"
"8942" "d1" "i1" "g2"
"8943" "d0" "i1" "g1"
"8944" "d0" "i0" "g3"
"8945" "d0" "i1" "g1"
"8946" "d1" "i1" "g3"
"8947" "d0" "i1" "g1"
"8948" "d0" "i0" "g2"
"8949" "d0" "i0" "g1"
"8950" "d0" "i0" "g1"
"8951" "d0" "i0" "g3"
"8952" "d0" "i0" "g1"
"8953" "d0" "i1" "g1"
"8954" "d0" "i0" "g2"
"8955" "d1" "i1" "g1"
"8956" "d0" "i1" "g1"
"8957" "d1" "i0" "g3"
"8958" "d0" "i1" "g1"
"8959" "d1" "i0" "g2"
"8960" "d1" "i1" "g2"
"8961" "d0" "i1" "g2"
"8962" "d0" "i1" "g2"
"8963" "d0" "i0" "g2"
"8964" "d1" "i1" "g1"
"8965" "d0" "i0" "g2"
"8966" "d0" "i0" "g1"
"8967" "d0" "i1" "g1"
"8968" "d0" "i1" "g1"
"8969" "d0" "i0" "g2"
"8970" "d0" "i0" "g2"
"8971" "d0" "i1" "g1"
"8972" "d0" "i0" "g2"
"8973" "d1" "i1" "g1"
"8974" "d1" "i0" "g3"
"8975" "d0" "i0" "g3"
"8976" "d1" "i0" "g2"
"8977" "d1" "i0" "g3"
"8978" "d1" "i1" "g3"
"8979" "d0" "i0" "g1"
"8980" "d0" "i1" "g1"
"8981" "d0" "i0" "g2"
"8982" "d1" "i0" "g3"
"8983" "d0" "i0" "g2"
"8984" "d0" "i0" "g2"
"8985" "d0" "i0" "g3"
"8986" "d0" "i0" "g3"
"8987" "d0" "i0" "g2"
"8988" "d1" "i1" "g1"
"8989" "d0" "i1" "g1"
"8990" "d1" "i1" "g1"
"8991" "d1" "i0" "g3"
"8992" "d0" "i0" "g3"
"8993" "d0" "i0" "g1"
"8994" "d0" "i0" "g3"
"8995" "d0" "i1" "g1"
"8996" "d0" "i0" "g2"
"8997" "d0" "i1" "g1"
"8998" "d0" "i1" "g1"
"8999" "d0" "i1" "g1"
"9000" "d1" "i0" "g2"
"9001" "d1" "i0" "g3"
"9002" "d0" "i1" "g2"
"9003" "d0" "i1" "g1"
"9004" "d0" "i0" "g3"
"9005" "d0" "i0" "g1"
"9006" "d1" "i0" "g2"
"9007" "d0" "i1" "g2"
"9008" "d1" "i0" "g3"
"9009" "d0" "i1" "g1"
"9010" "d0" "i1" "g1"
"9011" "d1" "i0" "g3"
"9012" "d1" "i0" "g2"
"9013" "d0" "i1" "g1"
"9014" "d1" "i0" "g2"
"9015" "d1" "i0" "g3"
"9016" "d0" "i1" "g1"
"9017" "d0" "i1" "g1"
"9018" "d0" "i0" "g3"
"9019" "d0" "i0" "g3"
"9020" "d1" "i0" "g3"
"9021" "d0" "i0" "g1"
"9022" "d1" "i0" "g3"
"9023" "d1" "i0" "g3"
"9024" "d0" "i0" "g1"
"9025" "d0" "i0" "g3"
"9026" "d0" "i1" "g2"
"9027" "d0" "i0" "g1"
"9028" "d1" "i1" "g1"
"9029" "d1" "i0" "g3"
"9030" "d0" "i1" "g1"
"9031" "d0" "i0" "g2"
"9032" "d1" "i0" "g2"
"9033" "d0" "i0" "g1"
"9034" "d1" "i0" "g3"
"9035" "d1" "i1" "g1"
"9036" "d0" "i0" "g1"
"9037" "d1" "i1" "g1"
"9038" "d0" "i0" "g2"
"9039" "d0" "i0" "g1"
"9040" "d0" "i0" "g2"
"9041" "d1" "i0" "g2"
"9042" "d0" "i1" "g1"
"9043" "d0" "i0" "g1"
"9044" "d1" "i0" "g2"
"9045" "d1" "i0" "g3"
"9046" "d0" "i1" "g2"
"9047" "d1" "i0" "g3"
"9048" "d1" "i0" "g1"
"9049" "d0" "i0" "g1"
"9050" "d1" "i0" "g3"
"9051" "d1" "i0" "g2"
"9052" "d1" "i0" "g2"
"9053" "d1" "i0" "g3"
"9054" "d0" "i0" "g1"
"9055" "d0" "i1" "g1"
"9056" "d1" "i0" "g2"
"9057" "d0" "i1" "g1"
"9058" "d0" "i0" "g2"
"9059" "d1" "i0" "g2"
"9060" "d0" "i0" "g3"
"9061" "d1" "i0" "g3"
"9062" "d0" "i1" "g2"
"9063" "d1" "i1" "g2"
"9064" "d1" "i0" "g1"
"9065" "d0" "i1" "g1"
"9066" "d1" "i0" "g3"
"9067" "d0" "i0" "g3"
"9068" "d0" "i0" "g3"
"9069" "d0" "i1" "g1"
"9070" "d1" "i0" "g3"
"9071" "d0" "i1" "g1"
"9072" "d0" "i0" "g1"
"9073" "d1" "i0" "g2"
"9074" "d0" "i1" "g1"
"9075" "d1" "i0" "g3"
"9076" "d1" "i0" "g3"
"9077" "d1" "i0" "g1"
"9078" "d1" "i0" "g3"
"9079" "d0" "i0" "g1"
"9080" "d0" "i0" "g2"
"9081" "d1" "i1" "g1"
"9082" "d1" "i0" "g2"
"9083" "d0" "i0" "g2"
"9084" "d1" "i0" "g1"
"9085" "d0" "i1" "g1"
"9086" "d1" "i0" "g3"
"9087" "d0" "i0" "g1"
